age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,date,latitude,longitude,contact_month,contact_year,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth
50,retired,MARRIED,professional.course,False,True,False,cellular,695,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,True,2016-03-27,25.116,-84.445,3,2016,27091,2,2,2012-06-23,32
40,blue-collar,SINGLE,unknown,True,False,True,cellular,137,11,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-06-22,42.585,-77.802,6,2017,135633,0,0,2012-10-22,28
43,admin.,SINGLE,high.school,False,True,False,cellular,335,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-10-25,26.883,-124.533,10,2019,177405,0,0,2012-03-21,11
40,admin.,MARRIED,unknown,False,False,False,cellular,735,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,True,2017-06-12,35.707,-93.695,6,2017,92207,2,1,2012-06-17,26
28,blue-collar,SINGLE,basic.9y,False,False,False,cellular,75,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-12-02,39.641,-70.148,12,2015,130545,0,2,2012-03-11,24
55,unemployed,MARRIED,high.school,False,True,True,cellular,57,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-12-16,27.746,-103.487,12,2016,126000,0,0,2012-07-23,23
28,blue-collar,SINGLE,basic.9y,False,False,False,cellular,159,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-10-26,29.273,-124.38,10,2017,133292,1,1,2012-01-02,29
39,admin.,SINGLE,high.school,False,True,False,cellular,337,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-03-23,29.51,-112.216,3,2015,50922,2,1,2012-11-01,11
50,technician,MARRIED,university.degree,False,False,True,cellular,337,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-01-03,34.457,-114.204,1,2015,39631,2,1,2012-06-19,26
28,blue-collar,SINGLE,basic.9y,False,True,False,cellular,267,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-11-28,27.154,-90.862,11,2015,78734,1,0,2012-10-27,31
38,blue-collar,SINGLE,basic.9y,False,False,False,cellular,803,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-09-10,38.622,-111.462,9,2017,46542,2,0,2012-11-04,22
45,technician,MARRIED,university.degree,False,True,False,cellular,115,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-11-04,27.26,-70.346,11,2016,73430,0,2,2012-02-25,10
38,blue-collar,MARRIED,basic.9y,True,False,False,cellular,282,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-11-11,30.598,-106.796,11,2015,143647,2,2,2012-01-03,14
32,blue-collar,MARRIED,professional.course,False,True,False,telephone,168,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-09-23,25.877,-74.371,9,2016,146384,1,1,2012-10-23,9
40,blue-collar,MARRIED,unknown,True,False,False,cellular,18,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-07-11,30.457,-76.549,7,2016,53543,0,1,2012-08-11,20
48,admin.,MARRIED,university.degree,False,False,False,cellular,54,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-11-10,35.479,-120.32,11,2019,65709,1,2,2012-06-26,23
40,technician,SINGLE,unknown,False,True,False,cellular,172,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-06-28,45.067,-75.863,6,2017,156189,0,2,2012-08-01,4
32,blue-collar,MARRIED,professional.course,False,False,False,cellular,256,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-12-19,32.449,-83.293,12,2016,172751,2,0,2012-02-01,24
25,technician,SINGLE,high.school,False,False,True,cellular,112,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-03-28,37.98,-68.538,3,2015,160580,1,0,2012-01-12,4
36,services,SINGLE,high.school,False,True,False,cellular,862,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,True,2018-09-08,25.455,-109.658,9,2018,63775,1,2,2012-05-07,19
40,technician,DIVORCED,unknown,True,False,False,cellular,134,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-10-15,45.552,-101.88,10,2016,77861,1,1,2012-08-26,18
52,admin.,MARRIED,high.school,False,False,False,cellular,324,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-06-19,39.373,-86.167,6,2018,126760,0,1,2012-04-27,7
44,blue-collar,MARRIED,basic.4y,False,True,False,cellular,65,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-02-27,44.383,-124.907,2,2017,99193,0,2,2012-12-02,15
40,admin.,SINGLE,university.degree,False,True,False,cellular,250,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-02-28,32.766,-98.517,2,2016,150450,2,1,2012-07-27,28
37,admin.,SINGLE,university.degree,False,True,False,cellular,198,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2016-05-19,31.708,-115.904,5,2016,102348,0,0,2012-05-12,24
60,retired,MARRIED,high.school,True,True,False,cellular,79,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-03-18,48.65,-124.317,3,2017,128174,0,0,2012-04-21,12
42,blue-collar,SINGLE,basic.4y,False,True,False,cellular,112,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-09-10,36.457,-119.076,9,2019,148837,0,1,2012-09-12,23
40,technician,MARRIED,unknown,True,True,False,cellular,86,4,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-08-02,36.902,-75.722,8,2015,130842,0,1,2012-07-09,31
50,admin.,MARRIED,university.degree,False,True,False,cellular,127,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2016-02-10,37.044,-101.356,2,2016,30235,1,2,2012-12-03,21
48,admin.,DIVORCED,university.degree,True,True,False,cellular,246,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-08-27,35.059,-86.822,8,2015,174305,0,0,2012-08-07,16
51,retired,MARRIED,basic.9y,True,True,False,cellular,50,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-07-17,46.173,-78.551,7,2015,65899,1,1,2012-09-06,22
43,admin.,SINGLE,high.school,False,True,False,cellular,71,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-09-03,39.551,-69.042,9,2015,18119,1,1,2012-09-29,21
37,services,SINGLE,basic.9y,False,False,False,cellular,61,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2018-02-05,40.979,-105.169,2,2018,118585,1,0,2012-05-13,15
39,self-employed,MARRIED,basic.6y,False,True,False,cellular,40,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-04-01,33.898,-67.636,4,2015,9594,1,1,2012-08-11,11
53,retired,MARRIED,high.school,False,False,False,cellular,720,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-11-21,33.328,-102.47,11,2019,107300,0,1,2012-07-13,22
40,technician,MARRIED,professional.course,False,False,False,cellular,175,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-08-10,39.52,-99.905,8,2017,120190,2,2,2012-05-10,31
40,technician,MARRIED,professional.course,False,False,False,cellular,234,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-01-06,39.681,-118.133,1,2017,175157,0,1,2012-02-05,3
37,admin.,MARRIED,university.degree,False,True,False,cellular,226,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-04-20,32.816,-109.95,4,2017,59940,0,1,2012-09-05,15
27,admin.,MARRIED,university.degree,False,True,True,cellular,352,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-05-12,29.685,-94.865,5,2019,136815,1,0,2012-08-24,19
40,blue-collar,MARRIED,unknown,True,False,False,cellular,227,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-03-15,32.328,-98.897,3,2018,24539,0,1,2012-06-08,31
39,admin.,MARRIED,high.school,False,True,False,cellular,214,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-12,41.375,-123.742,4,2016,93577,0,2,2012-09-26,8
56,self-employed,MARRIED,basic.9y,True,False,False,cellular,571,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-06-09,36.719,-78.244,6,2017,85581,0,0,2012-03-24,14
32,blue-collar,MARRIED,basic.4y,False,False,False,telephone,110,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-04-27,29.253,-87.93,4,2018,122482,1,2,2012-12-21,28
29,services,SINGLE,university.degree,False,False,False,cellular,246,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2016-07-11,34.526,-107.722,7,2016,70062,1,2,2012-01-18,32
51,technician,DIVORCED,professional.course,False,False,False,cellular,63,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-11-26,30.926,-73.328,11,2018,127187,2,1,2012-03-06,1
56,blue-collar,MARRIED,basic.9y,True,True,False,cellular,113,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-02-16,47.197,-83.402,2,2015,141890,0,1,2012-03-21,22
38,admin.,MARRIED,university.degree,False,False,False,cellular,188,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2017-01-06,35.669,-111.56,1,2017,107579,0,2,2012-12-19,26
37,technician,MARRIED,university.degree,False,True,False,cellular,133,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-08-19,42.359,-102.962,8,2016,17086,0,1,2012-10-22,27
42,technician,SINGLE,professional.course,False,True,False,cellular,98,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2016-10-22,38.72,-85.919,10,2016,116690,1,1,2012-12-25,3
47,blue-collar,MARRIED,basic.6y,True,False,False,cellular,51,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-05-18,49.246,-94.917,5,2016,38666,1,0,2012-03-10,28
33,blue-collar,MARRIED,basic.9y,False,False,False,telephone,286,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-04-17,41.109,-118.995,4,2018,146044,0,0,2012-08-03,30
40,technician,SINGLE,unknown,False,True,False,cellular,238,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-06-28,31.376,-71.731,6,2019,7161,0,0,2012-03-13,3
39,admin.,MARRIED,professional.course,False,False,False,cellular,49,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-12-10,31.696,-73.068,12,2016,15908,0,0,2012-10-06,23
35,management,MARRIED,university.degree,False,False,False,cellular,102,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-08-25,26.366,-92.227,8,2017,113510,1,2,2012-08-02,4
48,admin.,SINGLE,high.school,False,False,True,cellular,18,7,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-09-28,42.148,-116.087,9,2016,158276,2,1,2012-04-14,4
52,admin.,MARRIED,high.school,False,False,False,cellular,795,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-06-02,27.093,-72.41,6,2016,166913,0,1,2012-05-27,24
46,technician,DIVORCED,university.degree,True,True,False,telephone,1946,4,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,True,2019-02-15,25.957,-108.647,2,2019,174518,0,1,2012-08-08,3
38,blue-collar,MARRIED,basic.9y,True,True,False,cellular,560,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-10-01,36.002,-105.372,10,2015,70469,0,1,2012-03-19,17
45,admin.,MARRIED,high.school,False,True,False,cellular,172,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-09-30,39.904,-75.564,9,2017,142572,1,0,2012-02-29,21
57,blue-collar,MARRIED,basic.4y,True,False,True,cellular,77,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-09-20,30.094,-120.825,9,2015,140567,1,0,2012-09-16,15
50,admin.,MARRIED,university.degree,False,False,False,cellular,99,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-06-03,34.062,-100.539,6,2019,145234,2,2,2012-08-27,10
57,blue-collar,MARRIED,basic.4y,True,True,False,cellular,153,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-10-24,37.031,-114.692,10,2015,83899,0,1,2012-05-18,14
60,retired,MARRIED,high.school,True,True,False,telephone,297,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-08-01,42.705,-98.11,8,2019,39912,2,1,2012-08-10,30
60,retired,MARRIED,basic.6y,True,False,False,cellular,135,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-06-13,24.636,-74.275,6,2015,45673,1,1,2012-12-12,18
60,retired,MARRIED,basic.6y,True,False,False,cellular,95,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-29,49.059,-105.535,4,2016,87968,0,2,2012-04-29,32
57,blue-collar,MARRIED,basic.4y,True,True,False,telephone,182,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-01-24,28.568,-75.986,1,2015,40647,1,2,2012-03-18,15
31,admin.,SINGLE,high.school,False,False,False,cellular,168,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-07-16,32.488,-77.204,7,2018,58230,0,2,2012-04-10,7
40,technician,DIVORCED,unknown,True,True,False,cellular,102,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-02-20,32.457,-93.85,2,2018,164736,2,0,2012-10-20,19
51,blue-collar,MARRIED,basic.4y,False,False,False,cellular,46,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-05-17,31.774,-102.173,5,2017,37107,0,2,2012-12-04,2
45,admin.,MARRIED,professional.course,False,False,False,cellular,1106,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-09-09,33.429,-84.192,9,2015,162430,1,0,2012-11-15,26
49,admin.,DIVORCED,high.school,False,True,False,cellular,81,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-01-15,48.626,-102.022,1,2017,72227,2,2,2012-07-03,3
40,blue-collar,MARRIED,unknown,False,False,False,cellular,124,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2017-05-21,25.969,-71.814,5,2017,19408,1,1,2012-11-07,5
56,blue-collar,MARRIED,basic.9y,True,False,False,cellular,236,8,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-03-06,43.565,-88.541,3,2016,129079,2,1,2012-04-28,10
43,blue-collar,MARRIED,high.school,False,True,True,cellular,132,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-08,28.5,-115.625,4,2016,149085,0,2,2012-09-15,22
31,entrepreneur,MARRIED,university.degree,False,True,False,cellular,94,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-12-10,25.202,-94.106,12,2015,116931,2,2,2012-09-23,10
54,unemployed,MARRIED,high.school,True,False,False,cellular,203,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-02-23,29.577,-71.78,2,2017,23335,1,1,2012-08-10,29
28,blue-collar,SINGLE,basic.9y,False,False,True,cellular,184,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-09-19,36.126,-118.576,9,2019,113533,0,2,2012-01-13,14
50,technician,MARRIED,university.degree,False,False,False,cellular,146,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-05-27,45.08,-97.719,5,2016,164672,1,2,2012-09-09,23
57,retired,SINGLE,basic.4y,False,False,False,telephone,102,4,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-10-02,46.221,-102.305,10,2017,39679,0,0,2012-03-08,32
39,admin.,MARRIED,high.school,False,False,False,cellular,184,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-11-13,46.828,-105.926,11,2018,61657,2,1,2012-09-08,31
50,technician,MARRIED,university.degree,False,True,False,cellular,367,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-10-29,25.686,-108.77,10,2018,66656,0,1,2012-04-17,25
47,admin.,MARRIED,basic.6y,False,True,False,cellular,426,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2017-03-18,30.032,-110.257,3,2017,120967,0,2,2012-11-25,18
45,admin.,DIVORCED,high.school,False,True,False,cellular,800,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-09-05,27.684,-114.62,9,2016,84237,2,1,2012-09-30,31
58,retired,MARRIED,professional.course,False,True,False,cellular,96,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-28,44.471,-84.681,4,2016,123889,1,0,2012-02-01,23
46,technician,DIVORCED,university.degree,False,False,True,cellular,165,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-09-30,39.886,-72.707,9,2017,57196,1,0,2012-02-01,16
55,blue-collar,MARRIED,basic.9y,False,False,False,cellular,357,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2018-06-14,26.123,-103.718,6,2018,177680,1,1,2012-03-08,13
41,self-employed,MARRIED,basic.9y,False,True,False,cellular,177,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-08-01,38.009,-103.023,8,2017,165859,1,2,2012-08-01,29
53,technician,MARRIED,professional.course,True,False,False,cellular,69,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2017-01-16,26.652,-87.225,1,2017,69064,2,1,2012-11-21,22
54,retired,MARRIED,professional.course,False,True,False,cellular,72,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-11,43.05,-67.145,4,2016,116955,1,0,2012-09-22,30
53,technician,MARRIED,professional.course,True,False,False,cellular,209,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2017-11-04,24.931,-114.227,11,2017,122995,2,1,2012-02-18,20
58,retired,DIVORCED,basic.9y,True,True,False,telephone,362,8,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,True,2017-01-08,41.385,-69.197,1,2017,116502,2,0,2012-11-03,19
40,blue-collar,MARRIED,basic.9y,True,False,True,cellular,49,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2018-07-20,25.43,-101.677,7,2018,88278,0,1,2012-11-19,31
51,housemaid,MARRIED,basic.4y,True,True,False,cellular,135,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-09-21,31.492,-117.969,9,2015,171283,0,2,2012-04-15,25
28,blue-collar,SINGLE,basic.9y,False,True,True,cellular,132,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2018-05-13,27.826,-73.939,5,2018,28391,1,0,2012-08-08,13
40,technician,MARRIED,unknown,True,True,False,cellular,177,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-08-23,29.908,-81.712,8,2017,132630,0,0,2012-11-22,5
27,admin.,MARRIED,university.degree,False,False,False,cellular,67,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-04-11,46.776,-82.139,4,2016,114454,1,1,2012-02-10,3
49,admin.,MARRIED,high.school,False,False,True,cellular,204,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-09-27,33.396,-121.836,9,2019,97369,2,0,2012-06-15,18
40,admin.,SINGLE,unknown,False,True,False,cellular,153,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-03-05,24.633,-93.419,3,2016,149359,2,0,2012-10-09,11
51,services,MARRIED,high.school,True,True,True,cellular,239,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-09-18,38.55,-77.483,9,2019,145675,0,0,2012-02-17,26
40,technician,SINGLE,unknown,False,False,False,cellular,337,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-09-13,46.593,-110.639,9,2015,152241,0,2,2012-10-30,12
54,technician,MARRIED,professional.course,False,True,False,telephone,149,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-05-31,34.38,-109.797,5,2019,95333,2,2,2012-08-02,7
51,blue-collar,MARRIED,basic.9y,True,True,False,cellular,97,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-08-06,36.244,-85.685,8,2016,33044,0,1,2012-08-14,11
41,admin.,MARRIED,basic.9y,True,True,False,cellular,471,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-12-23,48.61,-99.704,12,2018,129666,0,0,2012-07-13,6
38,admin.,SINGLE,high.school,False,True,True,telephone,214,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-06-07,27.357,-122.284,6,2015,162256,0,2,2012-12-07,23
54,technician,MARRIED,professional.course,False,False,False,cellular,796,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-04-14,36.543,-99.897,4,2018,159600,2,0,2012-10-22,8
58,retired,MARRIED,professional.course,False,True,False,cellular,51,4,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-08-28,45.852,-90.253,8,2016,113262,2,2,2012-08-28,7
55,management,MARRIED,basic.9y,False,True,False,telephone,106,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2016-06-15,37.632,-105.254,6,2016,87647,1,0,2012-12-08,26
52,blue-collar,MARRIED,basic.9y,True,True,False,cellular,211,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-11-27,28.593,-108.755,11,2019,45659,1,1,2012-10-14,29
42,admin.,MARRIED,high.school,False,True,False,cellular,311,6,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-11-29,31.288,-74.843,11,2017,119791,1,1,2012-11-18,2
34,technician,MARRIED,university.degree,False,True,True,cellular,483,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-07-15,25.963,-83.985,7,2019,82529,0,1,2012-09-11,6
58,retired,MARRIED,professional.course,False,True,True,cellular,605,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-06-13,47.631,-117.548,6,2017,34603,2,1,2012-04-03,29
50,blue-collar,MARRIED,basic.9y,True,True,True,cellular,110,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-06-11,44.354,-120.449,6,2018,152713,2,0,2012-03-12,7
48,blue-collar,MARRIED,basic.4y,True,False,False,cellular,276,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-10-05,42.286,-69.068,10,2018,118890,1,2,2012-10-31,5
53,admin.,MARRIED,university.degree,False,False,False,telephone,120,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-02-03,42.142,-109.128,2,2018,132797,1,0,2012-03-06,6
54,retired,MARRIED,professional.course,False,False,True,cellular,39,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-03-29,31.626,-73.857,3,2019,23882,1,0,2012-06-22,27
37,admin.,MARRIED,university.degree,False,True,False,cellular,127,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-11-28,39.155,-110.759,11,2019,70317,2,1,2012-01-13,1
52,blue-collar,MARRIED,basic.4y,True,False,False,cellular,80,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-07-22,28.445,-124.389,7,2019,148884,0,1,2012-12-23,15
59,retired,DIVORCED,university.degree,False,False,False,telephone,87,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2016-11-22,37.658,-106.401,11,2016,89085,1,1,2012-06-07,4
28,blue-collar,SINGLE,basic.9y,False,False,False,cellular,66,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-04-20,32.746,-120.058,4,2017,166321,0,2,2012-02-06,18
42,admin.,SINGLE,high.school,False,False,False,cellular,163,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-09-29,43.37,-82.448,9,2018,94615,2,2,2012-11-19,32
54,unemployed,MARRIED,high.school,True,True,False,cellular,83,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-08-14,40.986,-109.701,8,2018,129213,2,2,2012-09-01,10
40,technician,DIVORCED,unknown,True,False,False,telephone,511,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2018-12-26,36.986,-114.325,12,2018,17913,2,1,2012-02-19,29
40,technician,SINGLE,unknown,False,True,False,cellular,184,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-10-01,27.121,-88.46,10,2015,153487,0,0,2012-11-24,31
35,services,SINGLE,basic.9y,False,False,False,cellular,102,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-02-25,33.405,-101.061,2,2015,164579,0,1,2012-07-04,29
28,blue-collar,SINGLE,basic.9y,False,False,False,cellular,53,5,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-01-02,42.227,-110.598,1,2015,116944,0,0,2012-04-15,2
39,admin.,MARRIED,university.degree,False,False,False,cellular,743,13,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,True,2018-05-08,37.165,-122.98,5,2018,169141,0,0,2012-10-12,13
65,retired,MARRIED,basic.4y,True,True,False,cellular,129,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2019-07-27,36.804,-103.471,7,2019,157587,0,0,2012-09-13,14
55,retired,MARRIED,basic.4y,True,True,True,cellular,258,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2015-05-22,25.894,-85.201,5,2015,122343,2,2,2012-02-18,15
52,blue-collar,MARRIED,basic.4y,True,True,False,cellular,2015,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,True,2019-03-14,39.599,-123.631,3,2019,34792,0,0,2012-05-17,21
56,admin.,MARRIED,university.degree,True,False,False,cellular,98,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-03-31,34.155,-113.846,3,2015,57670,2,0,2012-04-08,15
48,self-employed,DIVORCED,professional.course,False,False,False,telephone,657,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2019-08-22,38.723,-122.975,8,2019,116131,1,2,2012-01-19,19
53,management,MARRIED,university.degree,False,True,False,telephone,199,1,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-08-03,48.058,-67.833,8,2017,31672,1,2,2012-05-13,32
54,blue-collar,MARRIED,basic.9y,False,False,False,cellular,261,3,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2015-06-28,48.68,-108.018,6,2015,114445,2,0,2012-06-13,12
26,services,MARRIED,high.school,False,True,False,cellular,442,12,,0,NONEXISTENT,1.4,93.918,-42.7,4.902,52281,False,2018-06-18,30.497,-91.157,6,2018,146421,0,1,2012-06-02,17
60,management,MARRIED,university.degree,False,False,False,cellular,241,2,,0,NONEXISTENT,1.4,93.918,-42.7,4.962,52281,False,2017-07-02,27.863,-113.806,7,2017,37657,0,0,2012-08-26,31
